web-scraper-order,web-scraper-start-url,Name_Reviewer,Assesment_Rating,Room_Type,Comments,Date_Review
"1713977182-62","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Masrita from Brunei Darussalam","7.6","Premier Two-Bedroom Apartment","My 5days 4nights stayed here is great. Location also superb near with all the malls. We rent 2 bedroom apartments and the safety really okay with all the password door and scanning card through the lift. Mr Qasim was a nice person, very responsive with all my text even at night. Looking forward to stay here again. Thank you Axon.","Reviewed February 24, 2024"
"1713977182-63","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Jonalyn from Philippines","8.0","Superior Queen Room","Qassim is nice and accomodating.","Reviewed February 22, 2024"
"1713977182-64","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","tiong from Singapore","8.8","Premier Two-Bedroom Apartment","Super convenient location, easy to travel everywhere. Just the lobby is very warm and smelly, there is not air conditional in the lobby. very hot and smelly.  The rest is good","Reviewed February 20, 2024"
"1713977182-65","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Chew from Singapore","9.6","Premier Two-Bedroom Apartment","The rooms are nicely maintained and the location is superb for all visitors to KL. Especially in walking distance to TRX and Pavillion.

Special mentioned to Inshallah who provided excellent service throughout the stay. They also provide turnover service on 3rd day on my stay at no charges.","Reviewed February 13, 2024"
"1713977182-66","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Marianey from Brunei Darussalam","4.0","Signature Suite","Checked in late due to our flight arrived at 11pm at KLIA which meant that we only arrived at the apartment at 12.40am.  Due to this the host asked for additional RM50 saying that this is due to him having to wait till past midnight. We did not expect this at all. No receipt was given either for this additional RM50. There is also a language barrier, host is not able to speak fluently in English nor Malay which make it difficult to communicate properly. We booked for a 3 bedroom apartment. The apartment is smaller than we expected as the 3rd bedroom only have 1 single bed. We asked for an additional mattress, the host did not want to entertain us right away by giving us the reason that it is already pass midnight and that he want to go home and sleep. Next day, we got the extra mattress but with additional charges, again without giving receipt. Would be better if this apartment have a proper reception with proper professionals handling guests rather than the way it is handled at the moment as it made us felt unsecure. Apartment is newly built but unfortunately, lobby smells bad. Location is good. No microwave, would be better if it has one. Only shampoo & body wash provided, no other toiletries.","Reviewed February 12, 2024"
"1713977182-67","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Mohamed from Singapore","7.6","Superior Queen Room","Nice place to stay but the enrolment and checking in/out handle by Security guard and representatives foreigner not that efficient. Slightly rough way and communication breakdown in term of speaking language. Especially dealing via whatapps and lapse of customers service oriented.","Reviewed February 10, 2024"
"1713977182-68","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Fariz from Indonesia","6.4","Superior Queen Room","The Towels Smells Bad. The Key card makes unconfortable to in and out. The key card should be tap in 5 Spots. The next room sounds realy loud that sometimes wakes my sleep. Door spankings sound So loud. This unit only for viral view of the infinity pool not for Comfortable stays. The Good things are the locationa near Pavilions and plaza sungai wang and mini markets and restaurants around this unit.","Reviewed February 09, 2024"
"1713977182-69","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Nur from Brunei Darussalam","8.4","Superior Queen Room","Closer location to shopping mall but no luggage storage after check out. recommended to have that services. No fridge also.","Reviewed February 07, 2024"
"1713977182-70","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Dorothy from Canada","8.8","Superior Queen Room","The location is great and within walking distance of a number of shops and the Petronas Towers. The place is really clean and worth the money. However, the check in and check out process ruined things for me. It needs serious improvement. There isn't a front desk attending and you have to wait for an individual to show up to give you your keys and deposit back. Unclear check in instructions were provided to me. It's inconvenient that your check out time can be delayed or affected because the attendant who has your funds slept late the night before and you have to wait for them to show up with your money. It would be great if they could have a cardless check in and check out process. I personally wouldn't return simply because of this process.","Reviewed February 03, 2024"
"1713977182-71","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Ashrafadillah from Brunei Darussalam","9.6","Deluxe Two Bedroom Suite","Easy to check in. No response when message via Agoda/e-mail but promptly replied to message when using whatsapp at provided phone number","Reviewed January 31, 2024"
"1713977182-72","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","DK from Brunei Darussalam","10.0","Deluxe Two Bedroom Suite","Close to small shops where you can get ur daily needs and a short walk to pavillion. Staff are very helpful. Wish they provide breakfast too. For groups like us who dont bother to cook on holidays. 😃","Reviewed January 29, 2024"
"1713977182-73","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Amalina from Brunei Darussalam","8.4","Deluxe Two Bedroom Suite","Thankyou so much for always for us when we needed. Ur service is tip top. InshaAllah i'll repeat to stay there.","Reviewed January 18, 2024"
"1713977182-74","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Chun from Canada","6.8","Superior Queen Room","Good choice, convenience","Reviewed January 17, 2024"
"1713977182-75","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Mohammad from Brunei Darussalam","6.0","Deluxe Two Bedroom Suite","Very good location.","Reviewed January 11, 2024"
"1713977182-76","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Haswana from Brunei Darussalam","8.0","Signature Suite","Worth for Money , convinience for those who love area at bukit bintang it just a walk away to the nearest store, like pavilion, lot 10, Sg.Wang and many mores","Reviewed January 10, 2024"
"1713977182-77","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Nancy from Indonesia","5.6","Superior Queen Room","The towel was moldy and only 1 towel. Wasnt really much amenities. Shower in the bathroom was overflowing when taking shower.
Location is really convenient. The superior room is tiny, so wasnt a comfy stay overall.","Reviewed January 08, 2024"
"1713977182-78","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Eugene from Malaysia","3.6","Superior Queen Room","The room was so dirty includes all the pillow and the sheet. Noisy environment. Not recommended. My first time and also my last time to be here","Reviewed January 07, 2024"
"1713977182-79","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Nigel from Malaysia","8.4","Studio Plus+ with City View","We parked our car less than 24 hours in the hotel premises, but it charged us RM50 for such enormous fees! Worst thing is, we have no clear instruction how to redeem it from the counter as it was fully packed with travelers. Please Avoid AXON, but go for SLEEPING LION will be much organize.","Reviewed January 04, 2024"
"1713977182-80","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Mohammad from Brunei Darussalam","7.2","Superior Queen Room","Too many people but can't afford the lift capacity","Reviewed January 03, 2024"
"1713977182-81","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Swee from Malaysia","2.0","Deluxe Suite","Poor management","Reviewed December 27, 2023"
"1713977182-82","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Raymond from Singapore","3.6","Superior Queen Room","Book via Agoda and thought it’s a hotel stay and end up it’s Airbnb condo stay. No reception for handover. Carpark arrangement is terrible and instruction not clear. 
Check in and there is no fridge, mini bar and no access card to enter unit. Have to use door PIN code.  
Dual key design unit, next door unit kids making alot of noise in the night and sound proofing is bad. Wifi signal is bad too. 
Worst home stay even and this platform should be removed from Agoda","Reviewed December 27, 2023"
"1713977182-83","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Khoa from United States","6.8","Superior Queen Room","Pros
1. The Pavilion shopping mall is only 3 minutes from the building
2. MRT and sky rail stations are close by
3. Gym & infinity pool are good
Cons
1. No daily cleaning
2. Dusts and hairs are on the room floor and furnitures
3. Two towels for 6 nights stay
4. Elevators are very slow","Reviewed December 18, 2023"
"1713977182-84","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Henrietta from Malaysia","9.6","Superior Queen Room","TQ Qasim for the help on the hospitality. The location is great.","Reviewed December 15, 2023"
"1713977182-85","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Joo from Malaysia","10.0","Superior Queen Room","The room itself is nice n cozy. Very convenient location. MRT station is just abt8-10mins walk away. You find everything, from dining to shopping, everything is just minutes walk away.","Reviewed December 03, 2023"
"1713977182-86","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Lee from Malaysia","10.0","Superior Queen Room","Love the location which very near to Pavilion and the place is nice and clean","Reviewed December 01, 2023"
"1713977182-87","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","MOHAMED from France","7.2","Superior Queen Room","Bon établissement à savoir que ce n’est pas un hôtel mais des appartements de type airbnb
Mais plutôt sympa","Reviewed April 13, 2024"
"1713977182-88","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Aziza from France","2.8","Superior Queen Room","Bonjour,

Nous avons réservé dans cette hôtel qui ne ai pas un ! On a eu des souci car le chambre était vraiment petite pour un 25 m2 pour nous c’était à peine 15m2 
Pour 2 personnes c’était pas possible de séjourner on pouvait même pas ouvrir nos valise ! Nous avons essayé de voir avec le vendeur de nous changer de chambre il n’a pas vou et avons donc contacté Agoda pour trouver une solution ! 
Ils nous ont laisser en galère à l’autre bout du monde sans logement et a préféré croire les dires du vendeur que des nôtres . Bons avons du donc réserver dans un autre hôtel à nos frais car Agoda a refusé de nous rembourser ou de nous reloger ! Je recommande vraiment pas","Reviewed March 19, 2024"
"1713977182-89","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","rene from France","9.2","Superior Queen Room","La résidence est belle avec une magnifique piscine a débordement au 33éme étage. Chambre petite mais correcte. Par contre aucun service . Un gardien a l'entrée  qui se fout de vous comme de sa première chemise. Une autre personne au bout d'une demi heure d'attente qui vient vous montrer la chambre et vous donnez le badge d'ouverture et vous  réclame 300 riggits de caution ensuite vous ne le voyez plus jusqu'à check out. Il vous prends le badge fait demi tour sans une parole. Je ne recommande pas cet établissement.","Reviewed March 15, 2024"
"1713977182-90","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Ines from Germany","3.6","Superior Queen Room","After a wonderful trip through Malaysia, I ended up saying goodbye in an Arab bazaar. The reception staff wear military uniforms and military boots. you are not welcomed as a woman. as a woman you will be overlooked. Then suddenly a little Arab sneaks up from the side and says without any greeting: Show me your booking! and taps around on your iPhone. Incredible!! something like that in 2024! Totally disrespectful, I'm almost twice his age. The room has no amenities other than a TV and air conditioning, no hairdryer, no reading lights on the bed, no kettle. The area is central, but as a woman you don't want to walk around alone. Surrounding the apartment are run-down apartment blocks with bare-chested men staring at tourists from their balconies. When you meet these poor people on the street, they check everything about you. The streets are full of garbage and rats. I can't understand the reviews on Agoda and would advise women not to book there.","Reviewed March 13, 2024"
"1713977182-91","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","John from Philippines","9.2","Deluxe Two Bedroom Suite","Axon is just 5 Min away from the pavillon, suite is equipped with washing machine , our host Qasim is very friendly and professional.","Reviewed March 02, 2024"
